segueDesign-1-of-8,d1-5.tar
segueDesign-1-of-8,d6-10.tar
segueDesign-1-of-8,d11-20.tar
segueDesign-1-of-8,d21-d22.tar
segueDesign-1-of-8,d23-d31.tar
segueDesign-1-of-8,d32-d42.tar
segueDesign-1-of-8,d43.tar
segueDesign-1-of-8,d44-49.tar
segueDesign-1-of-8,d50-54.tar
segueDesign-2-of-8,d55-59.tar
segueDesign-2-of-8,d60-63.tar
segueDesign-2-of-8,d64-65.tar
segueDesign-2-of-8,d66v3_2-d81v3_2.tar
segueDesign-3-of-8,d66-84.tar
segueDesign-3-of-8,d81-d85-d86.tar
segueDesign-3-of-8,d87-d107.tar
segueDesign-3-of-8,d108-d109.tar
segueDesign-3-of-8,d110-d126.tar
segueDesign-4-of-8,d127-d134.tar
segueDesign-4-of-8,d135-144.tar
segueDesign-5-of-8,d145-151.tar
segueDesign-5-of-8,d152-156.tar
segueDesign-5-of-8,d157-179.tar
segueDesign-6-of-8,d180-194.tar
segueDesign-6-of-8,d195-215.tar
segueDesign-7-of-8,d216-230.tar
segueDesign-7-of-8,d231-255.tar
segueDesign-7-of-8,d256-260.tar
segueDesign-7-of-8,d261-262.tar
segueDesign-7-of-8,dr1345.tar
segueDesign-8-of-8,seguestuff.tar
segueDesign-8-of-8,seInfo.tar
segueDesign-8-of-8,soe2.tar
